record_id,month_year,fiscal_year,state,zone,sector,fraud_prone_sector,gstr1_declared_sales,gstr3b_tax_paid,itc_claimed,itc_rate_pct,mismatch_pct,fraud_flag,fraud_score,is_fraud,fraud_type
1636,Jul-2022,FY2022-23,Gujarat,West,Food Processing,0,2533455151,445512499.0,892906789,35.24,-41.26,NORMAL,20,0,NONE
1637,Aug-2022,FY2022-23,Gujarat,West,Food Processing,0,2900966681,477674984.0,917363590,31.62,-47.3,NORMAL,20,0,NONE
1638,Sep-2022,FY2022-23,Gujarat,West,Food Processing,0,2584192870,437324471.0,970868091,37.57,-37.38,NORMAL,20,0,NONE
1639,Oct-2022,FY2022-23,Gujarat,West,Food Processing,0,2869817531,465593922.0,957830223,33.38,-44.37,NORMAL,20,0,NONE
1640,Nov-2022,FY2022-23,Gujarat,West,Food Processing,0,2720922944,475972388.0,675144557,24.81,-58.64,NORMAL,20,0,NONE
1641,Dec-2022,FY2022-23,Gujarat,West,Food Processing,0,2665565426,465783478.0,989616721,37.13,-38.12,NORMAL,20,0,NONE
1642,Jan-2023,FY2022-23,Gujarat,West,Food Processing,0,2848899275,477522011.0,1206203457,42.34,-29.43,NORMAL,0,0,NONE
1643,Feb-2023,FY2022-23,Gujarat,West,Food Processing,0,2396403813,412621853.0,1050812589,43.85,-26.92,NORMAL,0,0,NONE
1644,Mar-2023,FY2022-23,Gujarat,West,Food Processing,0,3017687416,532693041.0,1103464509,36.57,-39.06,NORMAL,20,0,NONE
1645,Apr-2023,FY2023-24,Gujarat,West,Food Processing,0,2687523360,434672623.0,1110642004,41.33,-31.12,NORMAL,20,0,NONE
1646,May-2023,FY2023-24,Gujarat,West,Food Processing,0,3238603337,547656721.0,1093396556,33.76,-43.73,NORMAL,20,0,NONE
1647,Jun-2023,FY2023-24,Gujarat,West,Food Processing,0,3328430631,549251072.0,1281758733,38.51,-35.82,NORMAL,20,0,NONE
1648,Jul-2023,FY2023-24,Gujarat,West,Food Processing,0,3329777996,574529318.0,1139212824,34.21,-42.98,NORMAL,20,0,NONE
1649,Aug-2023,FY2023-24,Gujarat,West,Food Processing,0,3296497832,533366489.0,1100909599,33.4,-44.34,NORMAL,20,0,NONE
1650,Sep-2023,FY2023-24,Gujarat,West,Food Processing,0,2688814374,442333242.0,1028822675,38.26,-36.23,NORMAL,20,0,NONE
1651,Oct-2023,FY2023-24,Gujarat,West,Food Processing,0,2902762284,478147230.0,921278380,31.74,-47.1,NORMAL,20,0,NONE
1652,Nov-2023,FY2023-24,Gujarat,West,Food Processing,0,2794026616,476384636.0,933107215,33.4,-44.34,NORMAL,20,0,NONE
1653,Dec-2023,FY2023-24,Gujarat,West,Food Processing,0,3216495690,535356559.0,1185115327,36.84,-38.59,NORMAL,20,0,NONE
1654,Jan-2024,FY2023-24,Gujarat,West,Food Processing,0,3205261418,532637562.0,1158877003,36.16,-39.74,NORMAL,20,0,NONE
1655,Feb-2024,FY2023-24,Gujarat,West,Food Processing,0,3194237967,520455218.0,1071630254,33.55,-44.09,NORMAL,20,0,NONE
1656,Mar-2024,FY2023-24,Gujarat,West,Food Processing,0,3835845677,631511647.0,1209246307,31.52,-47.46,NORMAL,20,0,NONE
1657,Apr-2021,FY2021-22,Gujarat,West,Pharmaceuticals,0,1835277360,298362457.0,757301289,41.26,-31.23,NORMAL,20,0,NONE
1658,May-2021,FY2021-22,Gujarat,West,Pharmaceuticals,0,2222304838,378225894.0,964221608,43.39,-27.69,NORMAL,0,0,NONE
1659,Jun-2021,FY2021-22,Gujarat,West,Pharmaceuticals,0,2419857328,416210252.0,1011533042,41.8,-30.33,NORMAL,20,0,NONE
1660,Jul-2021,FY2021-22,Gujarat,West,Pharmaceuticals,0,2262745365,390763385.0,875254076,38.68,-35.53,NORMAL,20,0,NONE
1661,Aug-2021,FY2021-22,Gujarat,West,Pharmaceuticals,0,2051609745,342429727.0,864433493,42.13,-29.78,NORMAL,0,0,NONE
1662,Sep-2021,FY2021-22,Gujarat,West,Pharmaceuticals,0,2092370108,364956142.0,684650355,32.72,-45.46,NORMAL,20,0,NONE
1663,Oct-2021,FY2021-22,Gujarat,West,Pharmaceuticals,0,2196802177,378699435.0,900018447,40.97,-31.72,NORMAL,20,0,NONE
1664,Nov-2021,FY2021-22,Gujarat,West,Pharmaceuticals,0,2573435909,442923024.0,1151630368,44.75,-25.42,NORMAL,0,0,NONE
1665,Dec-2021,FY2021-22,Gujarat,West,Pharmaceuticals,0,2525579599,441368911.0,1063121406,42.09,-29.84,NORMAL,0,0,NONE
1666,Jan-2022,FY2021-22,Gujarat,West,Pharmaceuticals,0,2576686372,430361266.0,875114604,33.96,-43.4,NORMAL,20,0,NONE
1667,Feb-2022,FY2021-22,Gujarat,West,Pharmaceuticals,0,2257992677,380400026.0,1062339180,47.05,-21.59,NORMAL,0,0,NONE
1668,Mar-2022,FY2021-22,Gujarat,West,Pharmaceuticals,0,3174621269,514205608.0,1332321117,41.97,-30.05,NORMAL,20,0,NONE
1669,Apr-2022,FY2022-23,Gujarat,West,Pharmaceuticals,0,2175314385,376242811.0,891752686,40.99,-31.68,NORMAL,20,0,NONE
1670,May-2022,FY2022-23,Gujarat,West,Pharmaceuticals,0,2619542427,423863231.0,1071432471,40.9,-31.83,NORMAL,20,0,NONE
1671,Jun-2022,FY2022-23,Gujarat,West,Pharmaceuticals,0,2637826983,433535365.0,1145040121,43.41,-27.65,NORMAL,0,0,NONE
1672,Jul-2022,FY2022-23,Gujarat,West,Pharmaceuticals,0,2345705042,410724654.0,876966016,37.39,-37.69,NORMAL,20,0,NONE
1673,Aug-2022,FY2022-23,Gujarat,West,Pharmaceuticals,0,2629672351,449487662.0,1027922783,39.09,-34.85,NORMAL,20,0,NONE
1674,Sep-2022,FY2022-23,Gujarat,West,Pharmaceuticals,0,2357134821,418409786.0,888698641,37.7,-37.16,NORMAL,20,0,NONE
1675,Oct-2022,FY2022-23,Gujarat,West,Pharmaceuticals,0,2935775794,494600099.0,1073155396,36.55,-39.08,NORMAL,20,0,NONE
1676,Nov-2022,FY2022-23,Gujarat,West,Pharmaceuticals,0,2738935763,485306370.0,1052314270,38.42,-35.97,NORMAL,20,0,NONE
1677,Dec-2022,FY2022-23,Gujarat,West,Pharmaceuticals,0,2516677621,413958857.0,1022101109,40.61,-32.31,NORMAL,20,0,NONE
1678,Jan-2023,FY2022-23,Gujarat,West,Pharmaceuticals,0,2979790859,502952870.0,1091245087,36.62,-38.96,NORMAL,20,0,NONE
1679,Feb-2023,FY2022-23,Gujarat,West,Pharmaceuticals,0,3086816617,532244635.0,1060836283,34.37,-42.72,NORMAL,20,0,NONE
1680,Mar-2023,FY2022-23,Gujarat,West,Pharmaceuticals,0,3226915053,534627337.0,1212010512,37.56,-37.4,NORMAL,20,0,NONE
1681,Apr-2023,FY2023-24,Gujarat,West,Pharmaceuticals,0,2293974551,367553702.0,1015981759,44.29,-26.18,NORMAL,0,0,NONE
1682,May-2023,FY2023-24,Gujarat,West,Pharmaceuticals,0,3040562998,541784942.0,1196706762,39.36,-34.4,NORMAL,20,0,NONE
1683,Jun-2023,FY2023-24,Gujarat,West,Pharmaceuticals,0,2785696685,460331338.0,1085315779,38.96,-35.07,NORMAL,20,0,NONE
1684,Jul-2023,FY2023-24,Gujarat,West,Pharmaceuticals,0,2784214593,485765041.0,1084366605,38.95,-35.09,NORMAL,20,0,NONE
1685,Aug-2023,FY2023-24,Gujarat,West,Pharmaceuticals,0,3338259663,593380893.0,1386138022,41.52,-30.8,NORMAL,20,0,NONE
1686,Sep-2023,FY2023-24,Gujarat,West,Pharmaceuticals,0,2822666144,457924318.0,1098888061,38.93,-35.12,NORMAL,20,0,NONE
1687,Oct-2023,FY2023-24,Gujarat,West,Pharmaceuticals,0,3306358254,567536068.0,1293384325,39.12,-34.8,NORMAL,20,0,NONE
1688,Nov-2023,FY2023-24,Gujarat,West,Pharmaceuticals,0,2786063670,442923024.0,997026778,35.79,-40.36,NORMAL,20,0,NONE
1689,Dec-2023,FY2023-24,Gujarat,West,Pharmaceuticals,0,3227851012,574580201.0,1273225983,39.45,-34.26,NORMAL,20,0,NONE
1690,Jan-2024,FY2023-24,Gujarat,West,Pharmaceuticals,0,2959840469,500971954.0,1133488162,38.3,-36.17,NORMAL,20,0,NONE
1691,Feb-2024,FY2023-24,Gujarat,West,Pharmaceuticals,0,2811667502,487335994.0,1164813372,41.43,-30.95,NORMAL,20,0,NONE
1692,Mar-2024,FY2023-24,Gujarat,West,Pharmaceuticals,0,3564929676,624097936.0,1470269318,41.24,-31.26,NORMAL,20,0,NONE
1693,Apr-2021,FY2021-22,Gujarat,West,Real Estate,1,1987500077,332653091.0,1030732876,51.86,-13.57,NORMAL,10,0,NONE
1694,May-2021,FY2021-22,Gujarat,West,Real Estate,1,1268565920,453110586.0,1021258470,80.5,34.17,MEDIUM_RISK,42,1,sales_suppression
1695,Jun-2021,FY2021-22,Gujarat,West,Real Estate,1,2119591080,347928775.0,703336372,33.18,-44.7,NORMAL,30,0,NONE
1696,Jul-2021,FY2021-22,Gujarat,West,Real Estate,1,2572421751,431842033.0,1115084464,43.35,-27.75,NORMAL,10,0,NONE
1697,Aug-2021,FY2021-22,Gujarat,West,Real Estate,1,2267857525,394906366.0,2989664092,131.83,119.71,CRITICAL,70,1,itc_inflation
1698,Sep-2021,FY2021-22,Gujarat,West,Real Estate,1,2658842142,459916226.0,1807381127,67.98,13.29,MEDIUM_RISK,22,0,NONE
1699,Oct-2021,FY2021-22,Gujarat,West,Real Estate,1,2414633011,429211646.0,1214095839,50.28,-16.2,NORMAL,10,0,NONE
1700,Nov-2021,FY2021-22,Gujarat,West,Real Estate,1,2526786985,423211602.0,1512265646,59.85,-0.25,NORMAL,10,0,NONE
1701,Dec-2021,FY2021-22,Gujarat,West,Real Estate,1,2314495710,392092843.0,1189654539,51.4,-14.33,NORMAL,10,0,NONE
1702,Jan-2022,FY2021-22,Gujarat,West,Real Estate,1,2154764317,382738717.0,985346133,45.73,-23.79,NORMAL,10,0,NONE
1703,Feb-2022,FY2021-22,Gujarat,West,Real Estate,1,2160204129,350775671.0,1119071087,51.8,-13.66,NORMAL,10,0,NONE
1704,Mar-2022,FY2021-22,Gujarat,West,Real Estate,1,2916119783,470927789.0,1262774960,43.3,-27.83,NORMAL,10,0,NONE
1705,Apr-2022,FY2022-23,Gujarat,West,Real Estate,1,2671639386,471681626.0,1731995138,64.83,8.05,NORMAL,10,0,NONE
1706,May-2022,FY2022-23,Gujarat,West,Real Estate,1,12460117731,517968900.0,9854454654,79.09,31.81,MEDIUM_RISK,42,1,circular_trading
1707,Jun-2022,FY2022-23,Gujarat,West,Real Estate,1,2714095293,449618538.0,1202618687,44.31,-26.15,NORMAL,10,0,NONE
1708,Jul-2022,FY2022-23,Gujarat,West,Real Estate,1,1635833725,517466712.0,1572196208,96.11,60.18,HIGH_RISK,55,1,sales_suppression
1709,Aug-2022,FY2022-23,Gujarat,West,Real Estate,1,2975018073,499875052.0,1495280224,50.26,-16.23,NORMAL,10,0,NONE
1710,Sep-2022,FY2022-23,Gujarat,West,Real Estate,1,2498969839,434846244.0,1256677357,50.29,-16.19,NORMAL,10,0,NONE
1711,Oct-2022,FY2022-23,Gujarat,West,Real Estate,1,2544207888,428899425.0,1268724559,49.87,-16.89,NORMAL,10,0,NONE
1712,Nov-2022,FY2022-23,Gujarat,West,Real Estate,1,2696051968,454259106.0,1196724250,44.39,-26.02,NORMAL,10,0,NONE
1713,Dec-2022,FY2022-23,Gujarat,West,Real Estate,1,3338231970,557832626.0,2125624628,63.68,6.13,NORMAL,10,0,NONE
1714,Jan-2023,FY2022-23,Gujarat,West,Real Estate,1,2287748449,379677185.0,1254123367,54.82,-8.63,NORMAL,10,0,NONE
1715,Feb-2023,FY2022-23,Gujarat,West,Real Estate,1,2470043211,404574032.0,1382323054,55.96,-6.73,NORMAL,10,0,NONE
1716,Mar-2023,FY2022-23,Gujarat,West,Real Estate,1,2745875062,451305511.0,1424935565,51.89,-13.51,NORMAL,10,0,NONE
1717,Apr-2023,FY2023-24,Gujarat,West,Real Estate,1,2895032396,488957054.0,1681331374,58.08,-3.21,NORMAL,10,0,NONE
1718,May-2023,FY2023-24,Gujarat,West,Real Estate,1,2721872768,450343673.0,1482322713,54.46,-9.23,NORMAL,10,0,NONE
1719,Jun-2023,FY2023-24,Gujarat,West,Real Estate,1,2868297606,506527062.0,1229124106,42.85,-28.58,NORMAL,10,0,NONE
1720,Jul-2023,FY2023-24,Gujarat,West,Real Estate,1,2572868867,421911827.0,1824511972,70.91,18.19,MEDIUM_RISK,22,0,NONE
1721,Aug-2023,FY2023-24,Gujarat,West,Real Estate,1,3079165382,495474768.0,2165925847,70.34,17.24,MEDIUM_RISK,22,0,NONE
1722,Sep-2023,FY2023-24,Gujarat,West,Real Estate,1,3099331305,514396445.0,2914966298,94.05,56.75,HIGH_RISK,55,1,itc_inflation
1723,Oct-2023,FY2023-24,Gujarat,West,Real Estate,1,3375638402,569649362.0,2187806988,64.81,8.02,NORMAL,10,0,NONE
1724,Nov-2023,FY2023-24,Gujarat,West,Real Estate,1,2806398377,490601709.0,1354568105,48.27,-19.55,NORMAL,10,0,NONE
1725,Dec-2023,FY2023-24,Gujarat,West,Real Estate,1,3443507860,554560962.0,4458559967,129.48,115.8,CRITICAL,70,1,itc_inflation
1726,Jan-2024,FY2023-24,Gujarat,West,Real Estate,1,2547564673,442637040.0,1488684894,58.44,-2.61,NORMAL,10,0,NONE
1727,Feb-2024,FY2023-24,Gujarat,West,Real Estate,1,2928478183,469516282.0,1483542971,50.66,-15.57,NORMAL,10,0,NONE
1728,Mar-2024,FY2023-24,Gujarat,West,Real Estate,1,3698466982,639270152.0,2399966670,64.89,8.15,NORMAL,10,0,NONE
1729,Apr-2021,FY2021-22,Gujarat,West,Transport & Logistics,0,2131856994,356862099.0,695065301,32.6,-45.66,NORMAL,20,0,NONE
1730,May-2021,FY2021-22,Gujarat,West,Transport & Logistics,0,2254668257,366330283.0,764953457,33.93,-43.45,NORMAL,20,0,NONE
1731,Jun-2021,FY2021-22,Gujarat,West,Transport & Logistics,0,2646639241,441245759.0,801814728,30.3,-49.51,NORMAL,20,0,NONE
1732,Jul-2021,FY2021-22,Gujarat,West,Transport & Logistics,0,2183229441,373398515.0,903245061,41.37,-31.05,NORMAL,20,0,NONE
1733,Aug-2021,FY2021-22,Gujarat,West,Transport & Logistics,0,2083691810,349310437.0,461022624,22.13,-63.12,NORMAL,20,0,NONE
1734,Sep-2021,FY2021-22,Gujarat,West,Transport & Logistics,0,2579043966,451597431.0,1010923834,39.2,-34.67,NORMAL,20,0,NONE
1735,Oct-2021,FY2021-22,Gujarat,West,Transport & Logistics,0,2595295013,417579420.0,849811612,32.74,-45.43,NORMAL,20,0,NONE
1736,Nov-2021,FY2021-22,Gujarat,West,Transport & Logistics,0,2713071869,475409473.0,699454914,25.78,-57.03,NORMAL,20,0,NONE
1737,Dec-2021,FY2021-22,Gujarat,West,Transport & Logistics,0,2911287331,482277302.0,793893786,27.27,-54.55,NORMAL,20,0,NONE
1738,Jan-2022,FY2021-22,Gujarat,West,Transport & Logistics,0,2153307540,346164054.0,443732905,20.61,-65.65,NORMAL,20,0,NONE
1739,Feb-2022,FY2021-22,Gujarat,West,Transport & Logistics,0,2721770088,447820526.0,843150563,30.98,-48.37,NORMAL,20,0,NONE
1740,Mar-2022,FY2021-22,Gujarat,West,Transport & Logistics,0,3196060186,545360587.0,1002351304,31.36,-47.73,NORMAL,20,0,NONE
1741,Apr-2022,FY2022-23,Gujarat,West,Transport & Logistics,0,2483974699,438690757.0,928507041,37.38,-37.7,NORMAL,20,0,NONE
1742,May-2022,FY2022-23,Gujarat,West,Transport & Logistics,0,2316087880,378823747.0,582835084,25.16,-58.06,NORMAL,20,0,NONE
1743,Jun-2022,FY2022-23,Gujarat,West,Transport & Logistics,0,2955116617,514195700.0,780800018,26.42,-55.96,NORMAL,20,0,NONE
1744,Jul-2022,FY2022-23,Gujarat,West,Transport & Logistics,0,2715058295,434964117.0,685201495,25.24,-57.94,NORMAL,20,0,NONE
1745,Aug-2022,FY2022-23,Gujarat,West,Transport & Logistics,0,2479339433,406483169.0,877447835,35.39,-41.02,NORMAL,20,0,NONE
1746,Sep-2022,FY2022-23,Gujarat,West,Transport & Logistics,0,2510328998,410808773.0,733884026,29.23,-51.28,NORMAL,20,0,NONE
1747,Oct-2022,FY2022-23,Gujarat,West,Transport & Logistics,0,2691438055,473105316.0,839550241,31.19,-48.01,NORMAL,20,0,NONE
1748,Nov-2022,FY2022-23,Gujarat,West,Transport & Logistics,0,2572204779,446683250.0,810372479,31.5,-47.49,NORMAL,20,0,NONE
1749,Dec-2022,FY2022-23,Gujarat,West,Transport & Logistics,0,3001764541,525015464.0,938895299,31.28,-47.87,NORMAL,20,0,NONE
1750,Jan-2023,FY2022-23,Gujarat,West,Transport & Logistics,0,2317111711,412255408.0,1002244710,43.25,-27.91,NORMAL,0,0,NONE
1751,Feb-2023,FY2022-23,Gujarat,West,Transport & Logistics,0,2594039177,422673023.0,686228665,26.45,-55.91,NORMAL,20,0,NONE
1752,Mar-2023,FY2022-23,Gujarat,West,Transport & Logistics,0,3253462485,555567183.0,1180553963,36.29,-39.52,NORMAL,20,0,NONE
1753,Apr-2023,FY2023-24,Gujarat,West,Transport & Logistics,0,2576241874,451486736.0,782054690,30.36,-49.41,NORMAL,20,0,NONE
1754,May-2023,FY2023-24,Gujarat,West,Transport & Logistics,0,3009651532,518097200.0,736754750,24.48,-59.2,NORMAL,20,0,NONE
1755,Jun-2023,FY2023-24,Gujarat,West,Transport & Logistics,0,3229530068,540321473.0,892078870,27.62,-53.96,NORMAL,20,0,NONE
1756,Jul-2023,FY2023-24,Gujarat,West,Transport & Logistics,0,3362268224,561818406.0,1137448587,33.83,-43.62,NORMAL,20,0,NONE
1757,Aug-2023,FY2023-24,Gujarat,West,Transport & Logistics,0,3180916726,510747519.0,1008793356,31.71,-47.14,NORMAL,20,0,NONE
1758,Sep-2023,FY2023-24,Gujarat,West,Transport & Logistics,0,3313703803,562304362.0,844027680,25.47,-57.55,NORMAL,20,0,NONE
1759,Oct-2023,FY2023-24,Gujarat,West,Transport & Logistics,0,3359788367,451597431.0,917058176,27.3,-54.51,NORMAL,20,0,NONE
1760,Nov-2023,FY2023-24,Gujarat,West,Transport & Logistics,0,3246211495,534473717.0,1034951514,31.88,-46.86,NORMAL,20,0,NONE
1761,Dec-2023,FY2023-24,Gujarat,West,Transport & Logistics,0,3666051434,647405752.0,1178331695,32.14,-46.43,NORMAL,20,0,NONE
1762,Jan-2024,FY2023-24,Gujarat,West,Transport & Logistics,0,3134109331,546003485.0,1100239472,35.11,-41.49,NORMAL,20,0,NONE
1763,Feb-2024,FY2023-24,Gujarat,West,Transport & Logistics,0,2646569852,452609044.0,846570539,31.99,-46.69,NORMAL,20,0,NONE
1764,Mar-2024,FY2023-24,Gujarat,West,Transport & Logistics,0,3148055384,514683800.0,931858808,29.6,-50.66,NORMAL,20,0,NONE
1765,Apr-2021,FY2021-22,Gujarat,West,Gems & Jewellery,1,2026494138,340418326.0,1080497686,53.32,-11.14,NORMAL,10,0,NONE
1766,May-2021,FY2021-22,Gujarat,West,Gems & Jewellery,1,2171490094,370307578.0,1344886213,61.93,3.22,NORMAL,10,0,NONE
1767,Jun-2021,FY2021-22,Gujarat,West,Gems & Jewellery,1,2440830665,423458050.0,1749467777,71.68,19.46,MEDIUM_RISK,22,0,NONE
1768,Jul-2021,FY2021-22,Gujarat,West,Gems & Jewellery,1,1444265885,410520948.0,1260240558,87.26,45.43,HIGH_RISK,55,1,sales_suppression
1769,Aug-2021,FY2021-22,Gujarat,West,Gems & Jewellery,1,2263089924,366041889.0,1187248179,52.46,-12.56,NORMAL,10,0,NONE
1770,Sep-2021,FY2021-22,Gujarat,West,Gems & Jewellery,1,2466587756,432245555.0,3202079889,129.82,116.36,CRITICAL,70,1,itc_inflation
1771,Oct-2021,FY2021-22,Gujarat,West,Gems & Jewellery,1,2046599196,335284490.0,1251166805,61.13,1.89,NORMAL,10,0,NONE
1772,Nov-2021,FY2021-22,Gujarat,West,Gems & Jewellery,1,2088233588,335594683.0,1348788822,64.59,7.65,NORMAL,10,0,NONE
1773,Dec-2021,FY2021-22,Gujarat,West,Gems & Jewellery,1,2942136769,493356458.0,1888486969,64.19,6.98,NORMAL,10,0,NONE
1774,Jan-2022,FY2021-22,Gujarat,West,Gems & Jewellery,1,2177719707,369141179.0,1354668736,62.21,3.68,NORMAL,10,0,NONE
1775,Feb-2022,FY2021-22,Gujarat,West,Gems & Jewellery,1,2619149578,422691290.0,1744230904,66.6,10.99,MEDIUM_RISK,22,0,NONE
1776,Mar-2022,FY2021-22,Gujarat,West,Gems & Jewellery,1,2511260212,426443752.0,1950373207,77.67,29.44,MEDIUM_RISK,22,0,NONE
1777,Apr-2022,FY2022-23,Gujarat,West,Gems & Jewellery,1,2301590000,388683102.0,1342198695,58.32,-2.81,NORMAL,10,0,NONE
1778,May-2022,FY2022-23,Gujarat,West,Gems & Jewellery,1,3046946743,503623771.0,1728833775,56.74,-5.43,NORMAL,10,0,NONE
1779,Jun-2022,FY2022-23,Gujarat,West,Gems & Jewellery,1,2826139887,460997962.0,2180623432,77.16,28.6,MEDIUM_RISK,22,0,NONE
1780,Jul-2022,FY2022-23,Gujarat,West,Gems & Jewellery,1,7603295960,480526085.0,6755180315,88.85,48.08,HIGH_RISK,55,1,circular_trading
1781,Aug-2022,FY2022-23,Gujarat,West,Gems & Jewellery,1,2498347882,442219259.0,1737200600,69.53,15.89,MEDIUM_RISK,22,0,NONE
1782,Sep-2022,FY2022-23,Gujarat,West,Gems & Jewellery,1,2642067437,452640678.0,1803536394,68.26,13.77,MEDIUM_RISK,22,0,NONE
1783,Oct-2022,FY2022-23,Gujarat,West,Gems & Jewellery,1,2368632841,420485803.0,1345504237,56.81,-5.32,NORMAL,10,0,NONE
1784,Nov-2022,FY2022-23,Gujarat,West,Gems & Jewellery,1,2702776412,455451655.0,1768392375,65.43,9.05,MEDIUM_RISK,22,0,NONE
1785,Dec-2022,FY2022-23,Gujarat,West,Gems & Jewellery,1,3028622375,524975358.0,2354029047,77.73,29.54,MEDIUM_RISK,22,0,NONE
1786,Jan-2023,FY2022-23,Gujarat,West,Gems & Jewellery,1,2858248633,460565008.0,1365726334,47.78,-20.36,NORMAL,10,0,NONE
1787,Feb-2023,FY2022-23,Gujarat,West,Gems & Jewellery,1,2654335473,437762268.0,1564324886,58.93,-1.78,NORMAL,10,0,NONE
1788,Mar-2023,FY2022-23,Gujarat,West,Gems & Jewellery,1,3056081398,530826252.0,4113768206,134.61,124.35,CRITICAL,70,1,itc_inflation
1789,Apr-2023,FY2023-24,Gujarat,West,Gems & Jewellery,1,2831353246,464312239.0,1249466628,44.13,-26.45,NORMAL,10,0,NONE
1790,May-2023,FY2023-24,Gujarat,West,Gems & Jewellery,1,3226059016,561598956.0,1938405994,60.09,0.14,NORMAL,10,0,NONE
1791,Jun-2023,FY2023-24,Gujarat,West,Gems & Jewellery,1,3352960978,455451655.0,2024684979,60.38,0.64,NORMAL,10,0,NONE
1792,Jul-2023,FY2023-24,Gujarat,West,Gems & Jewellery,1,3029470267,455451655.0,1094156063,36.12,-39.8,NORMAL,30,0,NONE
1793,Aug-2023,FY2023-24,Gujarat,West,Gems & Jewellery,1,2687100554,469783619.0,1320913133,49.16,-18.07,NORMAL,10,0,NONE
1794,Sep-2023,FY2023-24,Gujarat,West,Gems & Jewellery,1,3362085984,595934865.0,2058515198,61.23,2.05,NORMAL,10,0,NONE
1795,Oct-2023,FY2023-24,Gujarat,West,Gems & Jewellery,1,2650589465,455451655.0,1437520220,54.23,-9.61,NORMAL,10,0,NONE
1796,Nov-2023,FY2023-24,Gujarat,West,Gems & Jewellery,1,2871689238,501121064.0,1511094778,52.62,-12.3,NORMAL,10,0,NONE
1797,Dec-2023,FY2023-24,Gujarat,West,Gems & Jewellery,1,2950268093,486823083.0,1421649578,48.19,-19.69,NORMAL,10,0,NONE
1798,Jan-2024,FY2023-24,Gujarat,West,Gems & Jewellery,1,3034699195,525199129.0,1830086425,60.31,0.51,NORMAL,10,0,NONE
1799,Feb-2024,FY2023-24,Gujarat,West,Gems & Jewellery,1,3344060872,592665772.0,1824695808,54.57,-9.06,NORMAL,10,0,NONE
1800,Mar-2024,FY2023-24,Gujarat,West,Gems & Jewellery,1,3927903810,697976576.0,2208830539,56.23,-6.28,NORMAL,10,0,NONE
1801,Apr-2021,FY2021-22,Rajasthan,North,Iron & Steel,1,932453614,165280857.0,475796628,51.03,-14.96,NORMAL,10,0,NONE
1802,May-2021,FY2021-22,Rajasthan,North,Iron & Steel,1,1036584901,176208863.0,537447672,51.85,-13.59,NORMAL,10,0,NONE
1803,Jun-2021,FY2021-22,Rajasthan,North,Iron & Steel,1,1190436576,203846867.0,645728784,54.24,-9.59,NORMAL,10,0,NONE
1804,Jul-2021,FY2021-22,Rajasthan,North,Iron & Steel,1,685280194,232097075.0,750985961,109.59,82.65,CRITICAL,70,1,sales_suppression
1805,Aug-2021,FY2021-22,Rajasthan,North,Iron & Steel,1,1036942031,178596508.0,530903196,51.2,-14.67,NORMAL,10,0,NONE
1806,Sep-2021,FY2021-22,Rajasthan,North,Iron & Steel,1,1327222464,234464636.0,701597436,52.86,-11.9,NORMAL,10,0,NONE
1807,Oct-2021,FY2021-22,Rajasthan,North,Iron & Steel,1,754943804,223302469.0,648969448,85.96,43.27,HIGH_RISK,55,1,sales_suppression
1808,Nov-2021,FY2021-22,Rajasthan,North,Iron & Steel,1,1112265255,181997120.0,583253538,52.44,-12.6,NORMAL,10,0,NONE
1809,Dec-2021,FY2021-22,Rajasthan,North,Iron & Steel,1,1122159011,196047958.0,561970468,50.08,-16.53,NORMAL,10,0,NONE
1810,Jan-2022,FY2021-22,Rajasthan,North,Iron & Steel,1,1135456379,201600834.0,426586223,37.57,-37.38,NORMAL,30,0,NONE
1811,Feb-2022,FY2021-22,Rajasthan,North,Iron & Steel,1,618607729,172718775.0,511393739,82.67,37.78,MEDIUM_RISK,42,1,sales_suppression
1812,Mar-2022,FY2021-22,Rajasthan,North,Iron & Steel,1,1445868753,233022538.0,813970242,56.3,-6.17,NORMAL,10,0,NONE
1813,Apr-2022,FY2022-23,Rajasthan,North,Iron & Steel,1,1226202487,201024652.0,864955113,70.54,17.57,MEDIUM_RISK,22,0,NONE
1814,May-2022,FY2022-23,Rajasthan,North,Iron & Steel,1,1524805023,267396448.0,818534141,53.68,-10.53,NORMAL,10,0,NONE
1815,Jun-2022,FY2022-23,Rajasthan,North,Iron & Steel,1,1173847127,190292757.0,522730545,44.53,-25.78,NORMAL,10,0,NONE
1816,Jul-2022,FY2022-23,Rajasthan,North,Iron & Steel,1,1206315358,203836439.0,625367130,51.84,-13.6,NORMAL,10,0,NONE
1817,Aug-2022,FY2022-23,Rajasthan,North,Iron & Steel,1,1400200605,227564320.0,588948414,42.06,-29.9,NORMAL,10,0,NONE
1818,Sep-2022,FY2022-23,Rajasthan,North,Iron & Steel,1,1158764159,204692322.0,566938066,48.93,-18.46,NORMAL,10,0,NONE
1819,Oct-2022,FY2022-23,Rajasthan,North,Iron & Steel,1,1262380513,220168291.0,512152639,40.57,-32.38,NORMAL,30,0,NONE
1820,Nov-2022,FY2022-23,Rajasthan,North,Iron & Steel,1,655537492,208122780.0,626036886,95.5,59.17,HIGH_RISK,55,1,sales_suppression
1821,Dec-2022,FY2022-23,Rajasthan,North,Iron & Steel,1,1677503321,276164009.0,715481396,42.65,-28.91,NORMAL,10,0,NONE
